Unnamed: 0,Registration date and plan ref.,Property description,Date of lease and term,Lessee's title,"('Schedule', 'Unnamed: 0_level_1')","('of notices', 'Registration date and plan ref. blue (part of)')","('of leases continued', 'Property description')","('Unnamed: 3_level_0', 'Date of and term')","('Unnamed: 4_level_0', 'lease')","('Unnamed: 5_level_0', ""Lessee's title"")",Date of and,lease term,Registration date and plan,ref.,"('Unnamed: 0_level_0', 'Unnamed: 0_level_1')","('Registration date and plan ref. Edged and numbered 4 in blue (part of)', 'Registration date and plan ref. Edged and numbered 4 in blue (part of)')","('Property description', 'Tower (seventeenth floor flat)')","('Date of and term', '999 years .1.2009')","('lease', 'from')","(""Lessee's title"", ""Lessee's title"")","('Schedule of Registration date and plan', 'numbered 4 blue (part )')","('notices ref.', 'in of')","('of leases continued Property description', 'of leases continued Property description')","('Date of and term', '1.1.2009')","('lease', 'Unnamed: 5_level_1')","(""Lessee's title"", 'Unnamed: 6_level_1')","('Registration date and plan ref.', 'numbered 15 blue on supplementary plan 1')","('Property description', 'in')","('lease', 'Unnamed: 4_level_1')","(""Lessee's title"", 'Unnamed: 5_level_1')",Date of and term,lease,"('Schedule', 'Schedule')","('of notices Registration date and plan ref. Edged and numbered 28 blue on supplementary plan 1', 'of notices Registration date and plan ref. Edged and numbered 28 blue on supplementary plan 1')","('of leases continued Property description', 'West Tower (basement level parking space)')","('Date of and term', '999 years 1.1.2009')",Schedule,of notices Registration date and plan ref.,of leases continued Property description,Unnamed: 2,"('of notices', 'Registration date and plan ref.')","('Unnamed: 3_level_0', 'Unnamed: 3_level_1')","('Unnamed: 4_level_0', 'Date of and term')","('Unnamed: 5_level_0', 'lease')","('Unnamed: 6_level_0', ""Lessee's title"")","('Registration date and plan ref.', 'numbered 4 in blue (part of)')","('Property description', 'Property description')","('Date of and term', '.1.2009')","('of notices', 'Registration date and plan ref. numbered 4 in blue (part of)')","('Unnamed: 3_level_0', 'Date of lease and term .1.2009')","('Unnamed: 4_level_0', ""Lessee's title"")","('Property description', 'Tower (twenty third floor flat)')","('Date of lease and term 999 years from 1.1.2009', 'Date of lease and term 999 years from 1.1.2009')","('Unnamed: 3_level_0', 'Date of and term .1.2009')",0,1,2,3,4,5,of Registration date and plan,notices ref.,Unnamed: 4,"('Registration date and plan ref.', 'blue (part of)')","('Property description', 'Unnamed: 2_level_1')","('Date of lease and term', 'Unnamed: 3_level_1')","('Unnamed: 0_level_0', 'Date of lease and term 999 years from .1.2009')","('Registration date and plan ref.', 'Unnamed: 1_level_1')","('Date of lease and term 999 years from .1.2009', 'Unnamed: 3_level_1')","(""Lessee's title"", 'Unnamed: 4_level_1')","('Unnamed: 0_level_0', ""Lessee's title"")","('Registration date and plan ref.', 'numbered 5 in blue (part of)')","('Date of lease and term', '.1.2009')","('Registration date and plan ref. supplementary plan 1', 'Registration date and plan ref. supplementary plan 1')",Registration date and plan ref. blue (part of),Unnamed: 3,"('Registration date and plan ref. numbered 5 in blue (part of)', 'Registration date and plan ref. numbered 5 in blue (part of)')","('Property description', 'flat)')","('Date of lease and term 2009', 'Date of lease and term 2009')","('Registration date and plan ref. Edged and numbered 5 in blue (part of)', 'Registration date and plan ref. Edged and numbered 5 in blue (part of)')","('Property description', 'Tower (thirteenth floor flat)')","('Date of lease and term 999 years from 1 2009', 'Date of lease and term 999 years from 1 2009')","('Schedule', 'Schedule', 'Schedule')","('of notices', 'Registration date and plan ref. Edged and numbered 5 in blue (part of)', 'Registration date and plan ref. Edged and numbered 5 in blue (part of)')","('of leases continued', 'Property description', 'Tower (thirty fourth floor flat)')","('Date of lease and term 999 years from and including 0 .01.2009 until and including 3 .12.3007', 'Date of lease and term 999 years from and including 0 .01.2009 until and including 3 .12.3007', 'Date of lease and term 999 years from and including 0 .01.2009 until and including 3 .12.3007')","(""Lessee's title"", ""Lessee's title"", ""Lessee's title"")",Date of lease and term including,"('of notices Registration date and plan ref.', 'Edged and numbered 5 in blue (part of)')","('of leases continued Property description', 'Tower (eleventh floor')","('of leases continued Property description', 'flat)')","('Date of lease and term 999 years from and including 0 .0 .2009 until and including 3 .12.3007', 'Date of lease and term 999 years from and including 0 .0 .2009 until and including 3 .12.3007')",Date of lease and term 3 .12.3007,"('Date of lease and term and including 1.1.2009 until and including 31.12.3007', 'Date of lease and term and including 1.1.2009 until and including 31.12.3007')","('Registration date and plan ref.', 'numbered 5 blue (part')",of leases Property description,continued,Schedule of notices Registration date and plan ref.,Date of lease and term 31.12.3007,description,"('Registration date and plan ref. Edged and numbered 5 in blue (part of', 'Registration date and plan ref. Edged and numbered 5 in blue (part of')","('description', '(fifteenth floor')","('Date of lease and term 999 years from and including 1.1. 2009 until and including 31. 2.3007', 'Date of lease and term 999 years from and including 1.1. 2009 until and including 31. 2.3007')","('Property', 'flat)')","('description', 'Unnamed: 3_level_1')","('Unnamed: 4_level_0', 'Unnamed: 4_level_1')","('Registration date and plan ref. the supplementary plan', 'Registration date and plan ref. the supplementary plan')","('description', 'Unnamed: 2_level_1')","('Registration date and plan ref. supplementary plan', 'Registration date and plan ref. supplementary plan')","('Date of lease and term 1.1.2009 until and including 31.12.3007', 'Date of lease and term 1.1.2009 until and including 31.12.3007')","('leases', 'Property description')","('continued', 'Unnamed: 3_level_1')","('Unnamed: 5_level_0', 'Date of lease and term and including 31.12.3007')",Property
,,,,,95.0,,Flat 907 Landmark West Tower (ninth floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.04.2010 Edged and numbered 4 in blue (part of),,14.04.2010 999 years 1.1.2009,from,EGL570911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,96.0,,Flat 310 Landmark West Tower (third floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.04.2010 Edged and,,09.04.2010 999 years,from,EGL570959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,197.0,,,,,EGL57 058,,,,,,,,,from,,,,,,,,,,,,,,,,,04.05.2010 Edged and numbered 4 in blue (part of),Flat 304 Landmark West Tower (third floor flat),09.04.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,198.0,,,,,EGL57 092,,,,,,,,,from,,,,,,,,,,,,,,,,,04.05.2010 Edged and numbered 4 in blue (part of),Flat 302 Landmark West Tower (third floor flat),21.04.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,199.0,,,,,EGL57 098,,,,,,,,,from,,,,,,,,,,,,,,,,,04.05.2010 Edged and numbered 4 in blue (part of),Flat 408 Landmark West Tower (fourth floor flat),29.04.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,200.0,,,,,EGL57 099,,,,,,,,,from,,,,,,,,,,,,,,,,,04.05.2010 Edged and numbered 32 blue on supplementary plan 1,Parking space 69 Landmark West Tower (basement level),29.04.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,201.0,,,,,EGL571216,,,,,,,,,from,,,,,,,,,,,,,,,,,07.05.2010 Edged and numbered 4 in blue (part of),Flat 1604 Landmark West Tower (sixteenth floor flat),2.02.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,202.0,,,,,EGL571235,,,,,,,,,from,,,,,,,,,,,,,,,,,07.05.2010 Edged and numbered 33 blue on supplementary plan 1,Parking space 82 Landmark West Tower (basement level),2.02.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,203.0,,,,,EGL571302,,,,,,,,,from,,,,,,,,,,,,,,,,,10.05.2010 Edged and numbered 4 in blue (part of),Flat 307 Landmark West Tower (third floor flat),23.04.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,204.0,,,,,EGL571426,,,,,,,,,from,,,,,,,,,,,,,,,,,13.05.2010 Edged and numbered 4 in blue (part of),Flat 3001 Landmark West Tower (thirtieth floor flat),22.03.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,205.0,,,,,EGL571428,,,,,,,,,from,,,,,,,,,,,,,,,,,13.05.2010 Edged and numbered 34 blue on supplementary plan 1,Parking spaces 1&2 Landmark West Tower (basement level),22.03.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,206.0,,,,,EGL571483,,,,,,,,,from,,,,,,,,,,,,,,,,,14.05.2010 Edged and numbered 4 in blue (part of),Flat 1101 Landmark West Tower (eleventh floor flat),29.04.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,207.0,,,,,EGL571485,,,,,,,,,from,,,,,,,,,,,,,,,,,14.05.2010 Edged and numbered 4 in blue (part of),Flat 906 Landmark West Tower (ninth floor flat),19.02.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,208.0,,,,,EGL571486,,,,,,,,,from,,,,,,,,,,,,,,,,,14.05.2010 Edged and numbered 4 in blue (part of),Flat 905 Landmark West Tower (ninth floor flat),19.02.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,209.0,,,,,EGL571566,,,,,,,,,from,,,,,,,,,,,,,,,,,17.05.2010 Edged and,Flat 301 Landmark West Tower (third floor flat),23.03.2010 999 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,18 of 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,210.0,,Flat 2402 Landmark West Tower (twenty third floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05.2010 Edged and numbered 4 in blue (part of),30.04.2010 999 years from .1.2009,EGL571568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,211.0,,Flat 1706 Landmark West Tower (seventeenth floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.05.2010 Edged and numbered 4 in blue (part of),02.03.2010 999 years from .1.2009,EGL571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,212.0,,Parking space 66 Landmark West Tower (basement level parking space),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.05.2010 Edged and numbered 35 in blue on supplementary title plan,02.03.2010 999 years from .1.2009,EGL571628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,213.0,,Flat 2102 Landmark West Tower (twenty first floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.05.2010 Edged and numbered 4 in blue (part of),01.04.2010 999 years from .1.2009,EGL571692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,214.0,,Flat 303 Landmark West Tower (third floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05.2010 Edged and numbered 4 in blue (part of),01.04.2010 999 years from .1.2009,EGL571760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,215.0,,Flat 710 Landmark West Tower (seventh floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05.2010 Edged and numbered 4 in blue (part of ),8.03.2010 999 years from .1.2009,EGL571889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216.0,,Flat 2310 Landmark West Tower (twenty third floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05.2010 Edged and numbered 4 in blue (part of),5.03.2010 999 years from .1.2009,EGL571890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,217.0,,Parking space 8 Landmark West Tower (basement level),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05.2010 Edged and numbered 36 in blue on supplementary plan 1,5.03.2010 999 years from .1.2009,EGL571891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,218.0,,Flat 1102 Landmark West Tower (eleventh floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02.06.2010 Edged and numbered 4 in blue (part of),06.04.2010 999 years from 1.1.2009,EGL572185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,219.0,,Flat 2405 Landmark West Tower (twenty fourth floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09.06.2010 Edged and numbered 4 in blue (part of),16.04.2010 999 years from 1.1.2009,EGL572545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,220.0,,Parking space 85 Landmark West Tower (basement level),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09.06.2010 Edged and numbered 37 in blue on supplementary plan 1,16.04.2010 999 years from 1.1.2009,EGL572546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,221.0,,Flat 903 Landmark West Tower (ninth floor flat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.06.2010 Edged and numbered 4 in blue (part of),27.05.2010 999 years from 1.1.2009,EGL573302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,222.0,,Flat 2307 Landmark West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 .07.2010,17.05.2010,EGL573586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 of 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,223.0,0 .07.2010 Edged and numbered 38 blue on supplementary plan 1,,,,EGL573587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parking space 19 Landmark West Tower (basement level),17.05.2010 999 years from 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,224.0,02.07.2010 Edged and numbered 4 in blue (part of),,,,EGL573591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 405 Landmark West Tower (fourth floor flat),03.06.2010 999 years from 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,225.0,02.07.2010 Edged and numbered 4 in blue (part of),,,,EGL573592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 402 Landmark West Tower (fourth floor flat),03.06.2010 999 years from 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,226.0,02.07.2010 Edged and numbered 39 blue on supplementary plan 1,,,,EGL573593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parking space 28 Landmark West Tower (basement level),03.06.2010 999 years from 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,227.0,02.07.2010 Edged and numbered 4 in blue (part of),,,,EGL573594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 2104 Landmark West Tower (twenty first floor flat),21.05.2010 999 years from 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,228.0,02.07.2010 Edged and numbered 4 in blue (part of),,,,EGL573595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 2810 Landmark West Tower (twenty eighth floor flat),21.05.2010 999 years from 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,229.0,02.07.2010 Edged and numbered 40 blue on supplementary plan 1,,,,EGL573596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parking space 83 Landmark West Tower (basement level),21.05.2010 999 years from 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,230.0,08.07.2010 Edged and numbered 4 in blue (part of ),,,,EGL573970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 34 Landmark West Tower (third floor flat),23.04.2010 999 years from .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,231.0,09.07.2010 Edged and numbered 4 in blue (part of ),,,,EGL574002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 1310 Landmark West Tower (thirteenth floor flat),8.06.2010 999 years from .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,232.0,2 .07.2010 Edged and numbered 4 in blue (part of),,,,EGL574545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 1207 Landmark West Tower (twelfth floor flat),5.06.2010 999 years from .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,233.0,02.08.2010 Edged and numbered 4 in blue (part of),,,,EGL574987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 2703 Landmark West Tower (twenty seventh floor flat),3.07.2010 999 years from .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,234.0,04.08.2010 Edged and numbered 4 in blue (part of),,,,EGL575113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flat 2707 Landmark West Tower (twenty seventh floor flat),23.07.2010 999 years from .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0,05.08.2010 Edged and numbered 4 blue (part,Flat 404 Landmark West Tower (fourth floor flat),23.07.2010 999 years from 1.1.2009,EGL575162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.0,04.08.2010 Edged and numbered 4 blue (part,Flat 708 Landmark West Tower (seventh floor flat),23.07.2010 999 years from 1.1.2009,EGL575103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.0,17.08.2010 Edged and numbered 42 blue on supplementary plan 1,Car Parking Space 56 (basement level),14.07.2010 999 years from 1.1.2009,EGL575605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.0,09.08.2010 Edged and numbered 4 blue (part,Flat 1211 Landmark West Tower (twelfth floor flat),26.07.2010 999 years from .1.2009,EGL575280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.0,09.08.2010 Edged and numbered 4 blue (part,Flat 510 Landmark West Tower (fifth floor flat),22.07.2010 999 years from .1.2009,EGL575281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,09.08.2010 Edged and numbered 4 blue (part,Flat 2101 Landmark West Tower (twenty first floor flat),09.07.2010 999 years from .1.2009,EGL575282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.0,09.08.2010 Edged and numbered 41 blue on supplementary plan 1,Parking space 62 Landmark West Tower (basement level),09.07.2010 999 years from .1.2009,EGL575283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.0,10.08.2010 Edged and numbered 4 blue (part,Flat 202 Landmark West Tower (second floor flat),02.07.2010 999 years from .1.2009,EGL575338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.0,10.08.2010 Edged and numbered 4 blue (part,Flat 702 Landmark West Tower (seventh floor flat),09.07.2010 999 years from .1.2009,EGL575398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0,1 .08.2010 Edged and numbered 4 blue (part,Flat 505 Landmark West Tower (fifth floor flat),20.07.2010 999 years from .1.2009,EGL575401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245.0,1 .08.2010 Edged and numbered 4 blue (part,Flat 2503 Landmark West Tower (twenty fifth floor flat),23.07.2010 999 years from .1.2009,EGL575403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.0,12.08.2010 Edged and numbered 4 blue (part,Flat 2603 Landmark West Tower (twenty sixth floor flat),07.07.2010 999 years from .1.2009,EGL575455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0,13.08.2010 Edged and numbered 4 blue (part,Flat 2504 Landmark West Tower (twenty fifth floor flat),21.06.2010 999 years from .1.2009,EGL575509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0,13.08.2010 Edged and,Flat 204 Landmark West Tower (second floor flat),08.06.2010 999 years from,EGL575528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,249.0,,Flat 2904 Landmark West Tower (twenty ninth floor flat),,from,EGL575604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08.2010 Edged and numbered 4 in blue (part of),,,,,4.07.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,250.0,,Flat 2201 Landmark West Tower (twenty second floor flat),,from,EGL575606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08.2010 Edged and numbered 4 in blue (part of),,,,,23.07.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,251.0,,Car Parking Space 100 (basement level),,from,EGL575607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08.2010 Edged and numbered 43 in blue on supplementary plan 1,,,,,23.07.2010 999 years .1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,252.0,,Flat 2703 Landmark West Tower (twenty seventh floor flat),,from,EGL575682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.08.2010 Edged and numbered 4 in blue (part of),,,,,23.07.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,253.0,,Car Parking Space 95 (basement level),,from,EGL575683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.08.2010 Edged and numbered 44 in blue on supplementary plan 1,,,,,23.07.2010 999 years 1.1.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
