DATE,Address,Leese's Date,Title,Note
21.01.2011 98 in blue on supplementary plan 1,Parking space 166 (basement level),01.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226281,
28.01.2011 Edged and numbered 5 in blue (part of),Flat 3905 Landmark East Tower (thirty ninth floor flat),17.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226522,
28.01.2011 Edged and numbered 5 in blue (part of),Flat 3205 Landmark East Tower (thirty second floor flat),17.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226556,
28.01.2011 Edged and numbered 5 in blue (part of),Flat 2605 Landmark East Tower (twenty sixth floor flat),15.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226579,
31.01.2011 Edged and numbered 5 in blue (part of),Flat 3405 Landmark East Tower (thirty fourth floor flat),07.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226623,
31.01.2011 95 on the supplementary plan,Parking space 147 (basement level),07.01.2011 999 years from and including 1.1.2009,AGL226666,
07.02.2011 Edged and numbered 5 in blue (part of) dated 3 Octobe,Flat 4110 Landmark East Tower (forty first floor flat) 2013,13.12.2010 999 years from 1.1.2009,AGL227056,See
29.10.2010 60 in blue on supplementary plan,Parking space 116 (basement level),01.10.2010 999 years from 1.1.2009,AGL220789,
11.02.2011 Edged and numbered 5 in blue (part of),Flat 3510 Landmark East Tower (thirty fifth floor flat),10.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227481,
17.02.2011 Edged and numbered 5 in blue (part of),Flat 1103 Landmark East Tower (eleventh floor flat),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227810,
17.02.2011 100 in blue on supplementary plan,Parking space 33 (basement level),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227810,
21.02.2011 Edged and numbered 5 in blue (part of),Flat 1303 Landmark East Tower (thirteenth floor flat),21.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227923,
21.02.2011 Edged and numbered 5 in blue (part of),Flat 3603 Landmark East Tower (thirty sixth floor flat),07.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227926,
21.02.2011 101 in blue on supplementary plan,Parking space 195 (basement level),07.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227938,
21.02.2011 Edged and numbered 5 in blue (part of),Flat 1903 Landmark East Tower (nineteenth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227979,
22.02.2011 Edged and numbered 5 in blue (part of) dated 2 May 20,Flat 3209 Landmark East Tower (thirty second floor flat) .,20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228000,See
22.02.2011 Edged and numbered 5 in blue (part of),Flat 3508 Landmark East Tower (thirty fifth floor flat),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228008,
22.02.2011 102 in blue on supplementary plan,Parking space 35 (basement level),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228008,
22.02.2011 Edged and numbered 5 in blue (part of),Flat 1104 Landmark East Tower (eleventh floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228060,
22.02.2011 Edged and numbered 5 in blue (part of),Flat 1706 Landmark East Tower (seventeenth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228060,
22.02.2011 Edged and numbered 5 in blue (part of),Flat 1209 Landmark East Tower (twelfth floor flat),24.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228068,
22.02.2011 Edged and numbered 5 in blue (part of),Flat 1601 Landmark East Tower (sixteenth floor flat),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228099,
23.02.2011 Edged and numbered 5 in blue (part of),Flat 1902 Landmark East Tower (nineteenth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228155,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 3805 Landmark East Tower (thirty eighth floor flat),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228209,
24.02.2011 104 in blue on supplementary plan,Parking space 126 (basement level),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228209,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 902 Landmark East Tower (ninth floor flat),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228212,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 3202 Landmark East Tower (thirty second floor flat),21.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228234,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 2501 Landmark East Tower (twenty fifth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228242,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 3206 Landmark East Tower (thirty second floor flat),24.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228244,
24.02.2011 105 in blue on the supplementary plan,Parking space 168 (basement level),24.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228244,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 3009 Landmark East Tower (thirtieth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228253,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 1208 Landmark East Tower (twelfth floor flat),17.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228266,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 2702 Landmark East Tower (twenty seventh floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228271,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 1506 Landmark East Tower (fifteenth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228256,
24.02.2011 Edged and numbered 5 in blue (part of),Flat 2904 Landmark East Tower (twenty ninth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228278,
25.02.2011 Edged and numbered 5 in blue (part of),4209 Landmark East Tower (forty second floor flat),21.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228286,
25.02.2011 Edged and numbered 5 in blue (part of),Flat 1202 Landmark East Tower (twelfth floor flat),21.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228303,
28.02.2011 Edged and numbered 5 in blue (part of),Flat 3404 Landmark East Tower (thirty fourth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228383,
28.02.2011 Edged and numbered 5 in blue (part of),Flat 2505 Landmark East Tower (twenty fifth floor flat),11.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228409,
13.12.2010 Edged and numbered 5 in blue (part of),Flat 2708 Landmark East Tower (twenty seventh floor flat),17.11.2010 999 years from 1.1.2009,EGL575750,
28.02.2011 Edged and 999 years numbered 5 in blue (part of),Flat 3602 Landmark East Tower (thirty sixth floor flat),18.01.2011 from and including 1.1.2009 until and including 31.12.3007,AGL228416,
28.02.2011 Edged and numbered 5 in blue (part of),Flat 1501 Landmark East Tower (fifteenth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228426,
01.03.2011 Edged and numbered 5 in blue (part of),Flat 4202 Landmark East Tower (forty second floor flat),19.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228457,
02.03.2011 Edged and numbered 5 in blue (part of),Flat 3801 Landmark East Tower (thirty eighth floor flat),23.11.2010 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228571,
07.03.2011 Edged and numbered 5 in blue (part of),Flat 2703 Landmark East Tower (twenty seventh floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228805,
08.03.2011 Edged and numbered 5 in blue (part of),Flat 4008 Landmark East Tower (fortieth floor flat),25.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228878,
08.03.2011 Edged and numbered 5 in blue (part of),Flat 1704 Landmark East Tower (seventeenth floor flat),08.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228901,
08.02.2011 106 in blue on the supplementary plan,Parking space 42 (basement level),28.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228935,
09.03.2011 Edged and numbered 5 in blue (part of),Flat 209 Landmark East Tower (second floor flat),28.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228982,
09.03.2011 Edged and numbered 5 in blue (part of),Flat 1507 Landmark East Tower (fifteenth floor flat),10.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228954,
09.03.2011 Edged and numbered 5 in blue (part of),Flat 3306 Landmark East Tower (thirty third floor flat),28.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228984,
09.03.2011 Edged and numbered 5 in blue (part of),Flat 4205 Landmark East Tower (forty second floor flat),31.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228998,
09.03.2011 Edged and numbered 5 in blue (part of),Flat 401 Landmark East Tower (fourth floor flat),25.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228992,
09.03.2011 107 in blue on the supplementary plan,Parking space 129 (basement level),31.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228998,
09.03.2011 Edged and numbered 5 in blue (part of),Flat 4208 Landmark East Tower (forty second floor flat),31.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229000,
10.03.2011 Edged and numbered 5 in blue (part of),Flat 510 Landmark East Tower (fifth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229047,
15.03.2011 Edged and numbered 5 in blue (part of),Flat 2607 Landmark East Tower (twenty sixth floor flat),01.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229314,
28.02.2011 108 in blue on the supplementary plan,Parking space 130 (basement level),28.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229354,Cop
16.03.2011 Edged and numbered 5 in blue (part of) dated 25 Janua,Flat 3004 Landmark East Tower (thirtieth floor flat) 2019,28.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229354,See
16.03.2011 Edged and numbered 5 in blue (part of),Flat 1407 Landmark East Tower (fourteenth floor flat),07.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229368,
16.03.2011 Edged and numbered 5 in blue (part of),Flat 3102 Landmark East Tower (thirty first floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229373,
17.03.2011 109 in blue on the supplementary plan,Parking space 41 (basement level),25.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229459,
17.03.2011 Edged and numbered 5 in blue (part of),Flat 4207 Landmark East Tower (forty second floor flat),25.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229459,
17.03.2011 Edged and numbered 5 in blue (part of),Flat 2908 Landmark East Tower (twenty ninth floor flat),22.12.2010 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229492,
28.03.2011 Edged and numbered 5 in blue (part of),Flat 3704 Landmark East Tower (thirty seventh floor flat),11.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230006,
28.03.2011 110 and 111 in blue on the supplementary plan,Parking spaces 192 and 193 (basement level),28.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230006,
01.04.2011 Edged and numbered 5 in blue (part of),Flat 1205 Landmark East Tower (twelfth floor flat),11.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230376,
07.04.2011 Edged and numbered 5 in blue (part of),Flat 3601 Landmark East Tower (thirty sixth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230740,
07.04.2011 Edged and numbered 5 in blue (part of),Flat 4001 Landmark East Tower (fortieth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230756,
07.04.2011 112 in blue on the supplementary plan,Parking space 167 (basement level),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230756,
08.04.2011 Edged and numbered 5 in blue (part of),Flat 4201 Landmark East Tower (forty second floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230808,
08.04.2011 Edged and numbered 5 in blue (part of),Flat 2806 Landmark East Tower (twenty eighth floor flat),19.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230837,
11.04.2011 Edged and numbered 5 in blue (part of),Flat 1009 Landmark East Tower (tenth floor flat),25.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230917,
12.04.2011 Edged and numbered 4 in blue (part of),Flat 1708 Landmark West Tower (seventeenth floor flat),22.11.2010 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230980,
14.04.2011 Edged and numbered 5 in blue (part of),Flat 3810 Landmark East Tower (thirty eighth floor flat),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231178,
14.04.2011 113 in blue on the supplementary plan,Parking space 144 (basement level),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231200,
18.04.2011 Edged and numbered 5 in blue (part of),Flat 4109 Landmark East Tower (forty first floor flat),18.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231248,
18.04.2011 114 in blue on the supplementary plan,Parking space 164 (basement level),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231248,
21.04.2011 Edged and numbered 5 in blue (part of),Flat 4007 Landmark East Tower (fortieth floor flat),23.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231628,
27.04.2011 Edged and numbered 5 in blue (part of),Flat 609 Landmark East Tower (sixth floor flat),15.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231765,
28.04.2011 Edged and numbered 5 in blue (part of),Flat 2707 Landmark East Tower (twenty seventh floor flat),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231820,
28.04.2011 Edged and numbered 5 in blue (part of),Flat 909 Landmark East Tower (ninth floor flat),28.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231839,
28.04.2011 Edged and numbered 5 in blue (part of),Flat 1907 Landmark East Tower (nineteenth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231857,
03.05.2011 Edged and numbered 5 in blue (part of),Flat 702 Landmark East Tower (seventh floor flat),29.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231887,
03.05.2011 Edged and numbered 5 in blue (part of),Flat 4009 Landmark East Tower (fortieth floor flat),08.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231918,
03.05.2011 Edged and numbered 5 in blue (part of),Flat 2507 Landmark East Tower (twenty fifth floor flat),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231910,
09.05.2011 Edged and numbered 5 in blue (part of),Flat 1408 Landmark East Tower (fourteenth floor flat),18.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232235,
09.05.2011 Edged and numbered 5 in blue (part of),Flat 2903 Landmark East Tower (twenty ninth floor flat),15.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232253,
09.05.2011 Edged and numbered 5 in blue (part of),Flat 1309 Landmark East Tower (thirteenth floor flat),08.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232261,
12.05.2011 Edged and numbered 5 in blue (part of),Flat 1302 Landmark East Tower (thirteenth floor flat),21.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232484,
13.04.2011 Edged and numbered 5 in blue (part of),Flat 2402 Landmark East Tower (twenty fourth floor flat),13.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232561,
13.05.2011 Edged and numbered 5 in blue (part of),Flat 3302 Landmark East Tower (thirty third floor flat),12.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232580,
13.05.2011 115 in blue on the supplementary plan,Parking space 46 (basement level),12.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232580,
13.05.2011 Edged and numbered 5 in blue (part of),Flat 4202 Landmark East Tower (forty second floor flat),15.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232625,
13.05.2011 116 in blue on the supplementary plan,Parking space 101 (basement level),15.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232625,
16.05.2011 Edged and numbered 5 in blue (part of),Flat 3809 Landmark East Tower (thirty eighth floor flat),08.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232662,
18.05.2011 Edged and numbered 4 in blue (part of),Flat 3004 Landmark West Tower (thirtieth floor flat),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232820,
18.05.2011 117 and 118 in blue on the supplementary plan,Parking space 51 and 52 (basement level),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232820,
19.05.2011 Edged and numbered 5 in blue (part of),Flat 2005 Landmark East Tower (twentieth floor flat),04.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232884,
26.05.2011 Edged and numbered 5 in blue (part of),Flat 1709 Landmark East Tower (seventeenth floor flat),10.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233265,
01.06.2011 Edged and numbered 5 in blue (part of),Flat 2404 Landmark East Tower (twenty fourth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233491,
01.06.2011 Edged and numbered 5 in blue (part of),Flat 2807 Landmark East Tower (thirty eighth floor flat),07.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233516,
02.06.2011 Edged and numbered 5 in blue (part of),Flat 709 Landmark East Tower (seventh floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233553,
03.06.2011 Edged and numbered 5 in blue (part of),Flat 2208 Landmark East Tower (twenty second floor flat),18.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233635,
03.06.2011 Edged and numbered 5 in blue (part of),Flat 1901 Landmark East Tower (nineteenth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233652,
03.06.2011 119 in blue on the supplementary plan,Parking space 131 (basement level),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233652,
03.06.2011 Edged and numbered 5 in blue (part of),Flat 3501 Landmark East Tower (thirty fifth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233671,
03.06.2011 120 in blue on the supplementary plan,Parking space 146 (basement level),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233671,
03.06.2011 Edged and numbered 4 in blue (part of),Flat 2901 Landmark West Tower (twenty ninth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233683,
03.06.2011 121 and 122 in blue on the supplementary plan,Parking spaces 49 and 50 (basement level),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233683,
07.06.2011 Edged and numbered 5 in blue (part of),Flat 4104 Landmark East Tower (forty first floor flat),05.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233902,
10.06.2011 Edged and numbered 5 in blue (part of),Flat 1402 Landmark East Tower (fourteenth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234196,
10.06.2011 Edged and numbered 5 in blue (part of),Flat 3701 Landmark East Tower (thirty seventh floor flat),04.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234251,
10.06.2011 123 in blue on the supplementary plan,Parking space 141 (basement level),04.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234251,
13.06.2011 Edged and numbered 5 in blue (part of),Flat 602 Landmark East Tower (sixth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234275,
13.06.2011 Edged and numbered 5 in blue (part of),Flat 2801 Landmark East Tower (twenty eighth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234299,
13.06.2011 Edged and numbered 5 in blue (part of),Flat 2410 Landmark East Tower (twenty fourth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234314,
29.12.2010 124 in blue on the supplementary plan,Parking space 45 (basement level),11.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL224628,
21.06.2011 Edged and numbered 5 in blue (part of),Flat 210 Landmark East Tower (second floor flat),03.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234793,
23.06.2011 Edged and numbered 5 in blue (part of),Flat 2905 Landmark East Tower (twenty ninth floor flat),27.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234964,
23.06.2011 125 in blue on the supplementary plan,Parking space 159 (basement level),27.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234964,
23.06.2011 Edged and numbered 5 in blue (part of),Flat 3006 Landmark East Tower (thirtieth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234991,
23.06.2011 126 in blue on the supplementary plan,Parking space 143 (basement level),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234991,
08.07.2011 Edged and numbered 5 in blue (part of),Flat 2705 Landmark East Tower (twenty seventh floor flat),13.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL235941,
08.07.2011 127 in blue on the supplementary plan,Parking space 104 (basement level),13.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL235941,
08.07.2011 Edged and numbered 5 in blue (part of),Flat 809 Landmark East Tower (eighth floor flat),26.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL235995,
11.07.2011 Edged and numbered 5 in blue (part of),Flat 2810 Landmark East Tower (twenty eighth floor flat),26.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236069,
15.07.2011 Edged and numbered 5 in blue (part of),Flat 3903 Landmark East Tower (thirty ninth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236354,
18.07.2011 Edged and numbered 5 in blue (part of),Flat 3705 Landmark East Tower (thirty seventh floor flat),23.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236463,
18.07.2011 128 in blue on the supplementary plan,Parking space 48 (basement level),23.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236463,
21.07.2011 Edged and numbered 5 in blue (part of),Flat 3101 Landmark East Tower (thirty first floor flat),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236691,
21.07.2011 129 in blue on the supplementary plan,Parking space 105 (basement level),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236691,
28.07.2011 Edged and numbered 5 in blue (part of),Flat 1810 Landmark East Tower (eighteenth floor flat),22.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237127,
28.07.2011 Edged and numbered 5 in blue (part of) Rectification,Flat 3706 Landmark East Tower (thirty seventh floor flat) ted 2 May 2013.,24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237136,See
28.07.2011 130 and 131 in blue on the supplementary plan,Parking spaces 172 and 173 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237136,
28.07.2011 Edged and numbered 5 in blue (part of),Flat 2206 Landmark East Tower (twenty second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237174,
28.07.2011 132 in blue on the supplementary plan,Parking space 142 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237174,
28.07.2011 Edged and numbered 4 in blue (part of),Flat 2206 Landmark West Tower (twenty second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237175,
28.07.2011 133 in blue on the supplementary plan,Parking space 11 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237175,
28.07.2011 Edged and numbered 4 in blue (part of),Flat 206 Landmark West Tower (second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237176,
28.07.2011 134 in blue on the supplementary plan,Parking space 70 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237176,
28.07.2011 Edged and numbered 5 in blue (part of),Flat 1406 Landmark East Tower (fourteenth floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237179,
28.07.2011 135 in blue on the supplementary plan,Parking space 156,24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237179,
29.07.2011 Edged and numbered 5 in blue (part of),Flat 3902 Landmark East Tower (thirty ninth floor flat),08.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237207,
01.08.2011 Edged and numbered 5 in blue (part of ),Flat 1404 Landmark East Tower (fourteenth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237282,
01.08.2011 Edged and numbered 5 in blue (part of),Flat 502 Landmark East Tower (fifth floor flat),06.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237304,
02.08.2011 Edged and numbered 5 in blue (part of),Flat 910 Landmark East Tower (ninth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237385,
02.08.2011 Edged and numbered 5 in blue (part of),Flat 1203 Landmark East Tower (twelfth floor flat),01.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237391,
03.08.2011 Edged and numbered 5 in blue (part of),Flat 3103 Landmark East Tower (thirty first floor flat),15.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237427,
03.08.2011 Edged and numbered 5 in blue (part of),Flat 3402 Landmark East Tower (thirty fourth floor flat),01.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237428,
04.08.2011 Edged and numbered 5 in blue (part of),Flat 410 Landmark East Tower (fourth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL327571,
04.08.2011 Edged and numbered 5 in blue (part of),Flat 4002 Landmark East Tower (fortieth floor flat),06.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237574,
04.08.2011 136 in blue on the supplementary plan,Parking space 139 (basement level),06.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237574,
04.08.2011 Edged and numbered 5 in blue (part of),Flat 3702 Landmark East Tower (thirty seventh floor flat),05.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237576,
04.08.2011 Edged and numbered 5 in blue (part of),Flat 3502 Landmark East Tower (thirty fifth floor flat),05.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237577,
05.08.2011 Edged and numbered 5 in blue (part of),Flat 3803 Landmark East Tower (thirty eighth floor flat),05.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237612,
05.08.2011 137 in blue on the supplementary plan,Parking space 99 (basement level),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237612,
10.08.2011 Edged and numbered 5 in blue (part of),Flat 4005 Landmark East Tower (fortieth floor flat),25.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237862,
10.08.2011 138 in blue on the supplementary plan,Parking space 140 (basement level),29.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237883,
11.08.2011 Edged and numbered 5 in blue (part of),Flat 3203 Landmark East Tower (thirty second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237947,
11.08.2011 Edged and numbered 5 in blue (part of),Flat 2010 Landmark East Tower (twentieth floor flat),15.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237962,
11.08.2011 Edged and numbered 5 in blue (part of),Flat 301 Landmark East Tower (third floor flat),30.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237965,
12.08.2011 Edged and numbered 5 in blue (part of),Flat 2901 Landmark East Tower (twenty ninth floor flat),23.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238048,
12.08.2011 Edged and numbered 5 in blue (part of),Flat 409 Landmark East Tower (fourth floor flat),30.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238069,
